date,TotalConsmp,Press_mm_hg,Windspeed,Visibility,H,RTo
2016-02-16 07:40:00,40.0,771.4,1.0,36.0,38.862380952857144,22.45083333375
2016-02-16 07:50:00,40.0,771.5,1.0,33.5,38.66809523714286,22.48375
2016-02-16 08:00:00,40.0,771.6,1.0,31.0,38.232380951428574,22.50541666625
2016-02-16 08:10:00,50.0,771.7,1.0,36.0,37.91952381,22.141666665000002
2016-02-16 08:20:00,60.0,771.8,1.0,41.0,37.62095238142857,21.77458333375
2016-02-16 08:30:00,520.0,771.9,1.0,46.0,37.411904761428566,21.445
2016-02-16 08:40:00,690.0,772.0,1.0,51.0,37.22428571428571,21.077083332500003
2016-02-16 08:50:00,420.0,772.1,1.0,56.0,37.20047619142857,20.72083333375
2016-02-16 09:00:00,310.0,772.2,1.0,61.0,37.15952381,20.439999999999998
2016-02-16 09:10:00,270.0,772.2,1.0,61.0,37.10238095285714,20.2358333325
2016-02-16 09:20:00,230.0,772.2,1.0,61.0,37.037023808571426,20.02770833375
2016-02-16 09:30:00,230.0,772.2,1.0,61.0,36.95380952428572,19.8254166675
2016-02-16 09:40:00,150.0,772.2,1.0,61.0,36.89619047571428,19.61825
2016-02-16 09:50:00,80.0,772.2,1.0,61.0,36.86690476285714,19.425083333749996
2016-02-16 10:00:00,100.0,772.2,1.0,61.0,36.761904761428575,19.24
2016-02-16 10:10:00,390.0,772.2166667,1.166666667,61.5,36.705,18.95
2016-02-16 10:20:00,280.0,772.2333332999998,1.333333333,62.0,36.79428571428571,18.65166666625
2016-02-16 10:30:00,280.0,772.25,1.5,62.5,36.80857142857143,18.38541666625
2016-02-16 10:40:00,260.0,772.2666667000002,1.666666667,63.0,36.79619047571429,18.16458333375
2016-02-16 10:50:00,250.0,772.2833333,1.833333333,63.5,36.81095238142857,17.90625
2016-02-16 11:00:00,260.0,772.3,2.0,64.0,36.701428571428565,17.690833333750003
2016-02-16 11:10:00,190.0,772.2833333,2.333333333,60.0,36.64809523857143,17.540416667500004
2016-02-16 11:20:00,120.0,772.2666667000002,2.666666667,56.0,36.576190475714284,17.36625
2016-02-16 11:30:00,70.0,772.25,3.0,52.0,36.491904761428565,17.2129166675
2016-02-16 11:40:00,50.0,772.2333332999998,3.333333333,48.0,36.34380952285714,17.0395833325
2016-02-16 11:50:00,70.0,772.2166667,3.666666667,44.0,36.14,16.845000000000002
2016-02-16 12:00:00,40.0,772.2,4.0,40.0,35.48619047714286,16.6
2016-02-16 12:10:00,40.0,772.1166667,4.0,40.0,35.26678571285714,16.495625
2016-02-16 12:20:00,40.0,772.0333333,4.0,40.0,35.23238095285714,16.417499999999997
2016-02-16 12:30:00,60.0,771.95,4.0,40.0,35.24904762,16.35
2016-02-16 12:40:00,80.0,771.8666667,4.0,40.0,35.29476190571428,16.28041666625
2016-02-16 12:50:00,170.0,771.7833333,4.0,40.0,35.37999999857143,16.2179166675
2016-02-16 13:00:00,70.0,771.7,4.0,40.0,35.410000000000004,16.1575
2016-02-16 13:10:00,60.0,771.6833333,3.833333333,40.0,35.44,16.11249999875
2016-02-16 13:20:00,70.0,771.6666667000002,3.666666667,40.0,35.49142857142857,16.07541666625
2016-02-16 13:30:00,60.0,771.65,3.5,40.0,35.47404762,15.98541666625
2016-02-16 13:40:00,70.0,771.6333333,3.333333333,40.0,35.430476191428575,15.902916667499996
2016-02-16 13:50:00,80.0,771.6166667,3.166666667,40.0,35.32738095285715,15.8240625
2016-02-16 14:00:00,70.0,771.6,3.0,40.0,35.28166666571428,15.71927083375
2016-02-16 14:10:00,70.0,771.5,3.0,40.0,35.23047619142857,15.745833333750001
2016-02-16 14:20:00,70.0,771.4,3.0,40.0,35.144761904285716,15.769166667500002
2016-02-16 14:30:00,30.0,771.3,3.0,40.0,35.07190476285714,15.79375
2016-02-16 14:40:00,30.0,771.2,3.0,40.0,34.980476190000005,15.805416666250004
2016-02-16 14:50:00,30.0,771.1,3.0,40.0,34.86761904714286,15.860833332500004
2016-02-16 15:00:00,110.0,771.0,3.0,40.0,34.786666665714286,15.892916666250002
2016-02-16 15:10:00,50.0,770.9666667,2.833333333,40.0,34.77666666714286,15.929583333749996
2016-02-16 15:20:00,60.0,770.9333333,2.666666667,40.0,34.63797619,15.91875
2016-02-16 15:30:00,50.0,770.9,2.5,40.0,34.304285715714286,15.93125
2016-02-16 15:40:00,50.0,770.8666667,2.333333333,40.0,34.17380952285714,15.940416666250002
2016-02-16 15:50:00,50.0,770.8333332999998,2.166666667,40.0,34.10952381,15.95083333375
2016-02-16 16:00:00,40.0,770.8,2.0,40.0,34.02428571285714,15.949166666249997
2016-02-16 16:10:00,50.0,770.7166667,2.166666667,40.0,33.94857142714286,16.07875
2016-02-16 16:20:00,60.0,770.6333333,2.333333333,40.0,33.84190476142857,16.16958333375
2016-02-16 16:30:00,50.0,770.55,2.5,40.0,33.77047619142857,16.275000000000006
2016-02-16 16:40:00,60.0,770.4666667,2.666666667,40.0,33.653095237142864,16.37125
2016-02-16 16:50:00,40.0,770.3833333,2.833333333,40.0,33.521428570000005,16.47875
2016-02-16 17:00:00,50.0,770.3,3.0,40.0,33.39047619,16.56666666625
2016-02-16 17:10:00,50.0,770.2666667000002,3.0,40.0,33.33571428571428,16.9075
2016-02-16 17:20:00,50.0,770.2333332999998,3.0,40.0,33.268333332857146,17.21791666625
2016-02-16 17:30:00,60.0,770.2,3.0,40.0,33.200952381428564,17.52833333375
2016-02-16 17:40:00,40.0,770.1666667000002,3.0,40.0,33.18142857142857,17.83791666625
2016-02-16 17:50:00,70.0,770.1333333,3.0,40.0,33.18142857285715,18.13541666625
2016-02-16 18:00:00,70.0,770.1,3.0,40.0,33.213809524285715,18.439166667500004
2016-02-16 18:10:00,90.0,770.1166667,2.666666667,40.0,33.26178571428572,18.5735416675
2016-02-16 18:20:00,90.0,770.1333333,2.333333333,40.0,33.33095238,18.6720833325
2016-02-16 18:30:00,100.0,770.15,2.0,40.0,33.39571428714286,18.80114583375
2016-02-16 18:40:00,180.0,770.1666667000002,1.666666667,40.0,33.45857143,18.945833333750002
2016-02-16 18:50:00,400.0,770.1833333,1.333333333,40.0,33.589523809999996,19.10041666625
2016-02-16 19:00:00,390.0,770.2,1.0,40.0,33.75738095285714,19.2341666675
2016-02-16 19:10:00,140.0,770.15,1.0,38.16666667,34.42523809428571,19.467000000000002
2016-02-16 19:20:00,110.0,770.1,1.0,36.33333333,34.83547619142856,19.7087291675
2016-02-16 19:30:00,150.0,770.05,1.0,34.5,34.81380952285714,19.933333332500002
2016-02-16 19:40:00,150.0,770.0,1.0,32.66666667,34.862380952857144,20.17408333375
2016-02-16 19:50:00,120.0,769.95,1.0,30.83333333,34.96892857142857,20.403925
2016-02-16 20:00:00,110.0,769.9,1.0,29.0,34.95,20.64083333375
2016-02-16 20:10:00,110.0,769.8666667,1.0,28.16666667,34.86095238,20.91708333375
2016-02-16 20:20:00,100.0,769.8333332999998,1.0,27.33333333,34.68583333285714,21.1677083325
2016-02-16 20:30:00,150.0,769.8,1.0,26.5,34.5,21.42125
2016-02-16 20:40:00,130.0,769.7666667000002,1.0,25.66666667,34.385714285714286,21.6416666675
2016-02-16 20:50:00,160.0,769.7333332999998,1.0,24.83333333,34.37095238,21.90791666625
2016-02-16 21:00:00,140.0,769.7,1.0,24.0,34.38380952428572,22.370416666249998
2016-02-16 21:10:00,140.0,769.6833333,1.0,24.16666667,34.51238095142857,22.31583333375
2016-02-16 21:20:00,110.0,769.6666667000002,1.0,24.33333333,34.45904761857143,22.270624998749998
2016-02-16 21:30:00,110.0,769.65,1.0,24.5,34.37523809571428,22.259166667500004
2016-02-16 21:40:00,80.0,769.6333333,1.0,24.66666667,34.21857142857142,22.333750000000002
2016-02-16 21:50:00,90.0,769.6166667,1.0,24.83333333,34.152857142857144,22.253333333750003
2016-02-16 22:00:00,90.0,769.6,1.0,25.0,34.07238095428571,22.1404166675
2016-02-16 22:10:00,70.0,769.5166667000002,1.0,24.5,33.97904761857143,22.1295833325
2016-02-16 22:20:00,70.0,769.4333333,1.0,24.0,33.87904761857143,22.1304166675
2016-02-16 22:30:00,50.0,769.35,1.0,23.5,33.83869047571428,22.115208333749997
2016-02-16 22:40:00,50.0,769.2666667000002,1.0,23.0,33.80904761857143,22.1266666675
2016-02-16 22:50:00,50.0,769.1833333,1.0,22.5,34.08428571428571,22.111250000000002
2016-02-16 23:00:00,50.0,769.1,1.0,22.0,34.36023809428571,22.11562499875
2016-02-16 23:10:00,60.0,768.9833332999998,1.0,29.0,34.63904761857143,22.2575
2016-02-16 23:20:00,60.0,768.8666667,1.0,36.0,34.89952380857143,22.4216666675
2016-02-16 23:30:00,60.0,768.75,1.0,43.0,35.068095237142856,22.594166666249997
2016-02-16 23:40:00,60.0,768.6333333,1.0,50.0,35.23357142857143,22.762708333750002
2016-02-16 23:50:00,60.0,768.5166667000002,1.0,57.0,35.32,22.92624999875
2016-02-17 00:00:00,60.0,768.4,1.0,64.0,35.41190476142857,23.100416666250002
2016-02-17 00:10:00,60.0,768.25,1.166666667,63.83333333,35.46857142857143,23.1610416675
2016-02-17 00:20:00,40.0,768.1,1.333333333,63.66666667,35.504285714285714,23.2279166675
2016-02-17 00:30:00,50.0,767.95,1.5,63.5,35.56714285714286,23.32
2016-02-17 00:40:00,40.0,767.8,1.666666667,63.33333333,35.62428571428571,23.406666666249997
2016-02-17 00:50:00,50.0,767.65,1.833333333,63.16666667,35.69666666714285,23.49041666625
2016-02-17 01:00:00,70.0,767.5,2.0,63.0,35.79095238,23.58125
2016-02-17 01:10:00,60.0,767.3666667,2.166666667,56.0,35.893809524285714,23.32291666625
2016-02-17 01:20:00,60.0,767.2333332999998,2.333333333,49.0,35.991785712857144,23.08249999875
2016-02-17 01:30:00,60.0,767.1,2.5,42.0,36.096666667142856,22.82625
2016-02-17 01:40:00,50.0,766.9666667,2.666666667,35.0,36.175714285714285,22.599583333749997
2016-02-17 01:50:00,70.0,766.8333332999998,2.833333333,28.0,36.27333333428571,22.370416666249998
2016-02-17 02:00:00,60.0,766.7,3.0,21.0,36.325714284285716,22.121249999999996
2016-02-17 02:10:00,60.0,766.6333333,2.666666667,20.83333333,36.386666667142855,22.230416667500002
2016-02-17 02:20:00,70.0,766.5666667,2.333333333,20.66666667,36.46214285714286,22.353750000000005
2016-02-17 02:30:00,60.0,766.5,2.0,20.5,36.521428571428565,22.4629166675
2016-02-17 02:40:00,40.0,766.4333333,1.666666667,20.33333333,36.55857142857143,22.57625
2016-02-17 02:50:00,40.0,766.3666667,1.333333333,20.16666667,36.59285714142857,22.697499999999998
2016-02-17 03:00:00,30.0,766.3,1.0,20.0,36.60619047714287,22.797916667499997
2016-02-17 03:10:00,60.0,766.1833333,1.166666667,20.16666667,36.60238095142858,22.715
2016-02-17 03:20:00,60.0,766.0666667,1.333333333,20.33333333,36.589047619999995,22.62041666625
2016-02-17 03:30:00,70.0,765.95,1.5,20.5,36.61095238142857,22.525416666250003
2016-02-17 03:40:00,70.0,765.8333332999998,1.666666667,20.66666667,36.62952381000001,22.45125
2016-02-17 03:50:00,50.0,765.7166667,1.833333333,20.83333333,36.64999999857143,22.36791666625
2016-02-17 04:00:00,70.0,765.6,2.0,21.0,36.68630952428571,22.29041666625
2016-02-17 04:10:00,50.0,765.5333333,2.0,20.83333333,36.69857142857143,22.30791666625
2016-02-17 04:20:00,60.0,765.4666667,2.0,20.66666667,36.67428571428571,22.30208333375
2016-02-17 04:30:00,60.0,765.4,2.0,20.5,36.68761904714285,22.33208333375
2016-02-17 04:40:00,60.0,765.3333332999998,2.0,20.33333333,36.68380952285714,22.32374999875
2016-02-17 04:50:00,70.0,765.2666667000002,2.0,20.16666667,36.68761904857143,22.33291666625
2016-02-17 05:00:00,40.0,765.2,2.0,20.0,36.69666666714286,22.36791666625
2016-02-17 05:10:00,40.0,765.1333333,2.0,20.0,36.72714285714286,22.43291666625
2016-02-17 05:20:00,40.0,765.0666667,2.0,20.0,36.69357142857143,22.462083333749998
2016-02-17 05:30:00,50.0,765.0,2.0,20.0,36.691904761428574,22.51958333375
2016-02-17 05:40:00,60.0,764.9333333,2.0,20.0,36.686190475714284,22.57208333375
2016-02-17 05:50:00,60.0,764.8666667,2.0,20.0,36.66857142857143,22.59041666625
2016-02-17 06:00:00,60.0,764.8,2.0,20.0,36.660000000000004,22.643749999999997
2016-02-17 06:10:00,60.0,764.6833333,1.833333333,27.33333333,36.66428571428572,22.78958333375
2016-02-17 06:20:00,70.0,764.5666667,1.666666667,34.66666667,36.673809524285716,22.9175
2016-02-17 06:30:00,50.0,764.45,1.5,42.0,36.660952381428565,23.0546875
2016-02-17 06:40:00,70.0,764.3333332999998,1.333333333,49.33333333,36.66619047571429,23.18166666625
2016-02-17 06:50:00,50.0,764.2166667,1.166666667,56.66666667,36.662380951428574,23.33208333375
2016-02-17 07:00:00,80.0,764.1,1.0,64.0,36.65714285571429,23.469583335
2016-02-17 07:10:00,90.0,763.9833332999998,1.0,63.83333333,36.49202381,23.44875
2016-02-17 07:20:00,70.0,763.8666667,1.0,63.66666667,36.163333335714285,23.446666666250003
2016-02-17 07:30:00,70.0,763.75,1.0,63.5,35.79071428428571,23.415416666250003
2016-02-17 07:40:00,80.0,763.6333333,1.0,63.33333333,35.505416665714286,23.4116666675
2016-02-17 07:50:00,60.0,763.5166667000002,1.0,63.16666667,35.28916666571428,23.396041666249996
2016-02-17 08:00:00,60.0,763.4,1.0,63.0,35.17779591857143,23.41513095375
2016-02-17 08:10:00,60.0,763.3,1.333333333,63.16666667,35.13091156571429,23.14416666625
2016-02-17 08:20:00,70.0,763.2,1.666666667,63.33333333,35.04367347,22.9266666675
2016-02-17 08:30:00,60.0,763.1,2.0,63.5,35.01175510142857,22.70291666625
2016-02-17 08:40:00,50.0,763.0,2.333333333,63.66666667,34.86847619142857,22.43291666625
2016-02-17 08:50:00,60.0,762.9,2.666666667,63.83333333,34.71771428571429,22.20875
2016-02-17 09:00:00,60.0,762.8,3.0,64.0,34.52190476142857,21.94327380875
2016-02-17 09:10:00,80.0,762.6833333,2.666666667,64.16666667,34.37761904714285,21.58825000125
2016-02-17 09:20:00,80.0,762.5666667,2.333333333,64.33333333,34.263999999999996,21.176499999999997
2016-02-17 09:30:00,40.0,762.45,2.0,64.5,34.16757142714285,20.82270833375
2016-02-17 09:40:00,80.0,762.3333332999998,1.666666667,64.66666667,34.09217687142858,20.4706547625
2016-02-17 09:50:00,20.0,762.2166667,1.333333333,64.83333333,33.700476189999996,20.07229761875
2016-02-17 10:00:00,100.0,762.1,1.0,65.0,33.553809525714286,19.67809523875
2016-02-17 10:10:00,50.0,761.9833332999998,1.0,57.66666667,33.484095238571435,19.3885625
2016-02-17 10:20:00,100.0,761.8666667,1.0,50.33333333,33.64610544142857,19.1414375
2016-02-17 10:30:00,80.0,761.75,1.0,43.0,33.76523809571428,18.87375
2016-02-17 10:40:00,60.0,761.6333333,1.0,35.66666667,33.79785714142857,18.633369046250003
2016-02-17 10:50:00,90.0,761.5166667000002,1.0,28.33333333,33.82600000142857,18.38
2016-02-17 11:00:00,90.0,761.4,1.0,21.0,33.956190477142854,18.12375
2016-02-17 11:10:00,70.0,761.2666667000002,1.166666667,21.33333333,34.01026190428571,17.9625
2016-02-17 11:20:00,50.0,761.1333333,1.333333333,21.66666667,34.11088435285715,17.810952380000003
2016-02-17 11:30:00,60.0,761.0,1.5,22.0,34.339047619999995,17.671249999999997
2016-02-17 11:40:00,120.0,760.8666667,1.666666667,22.33333333,34.513700681428574,17.52291666625
2016-02-17 11:50:00,50.0,760.7333332999998,1.833333333,22.66666667,34.425714285714285,17.367291666249997
2016-02-17 12:00:00,90.0,760.6,2.0,23.0,34.54371428571429,17.22291666625
2016-02-17 12:10:00,50.0,760.4166667000002,2.0,22.66666667,34.46265306142857,17.12672619125
2016-02-17 12:20:00,40.0,760.2333332999998,2.0,22.33333333,34.383904761428575,17.043750000000003
2016-02-17 12:30:00,60.0,760.05,2.0,22.0,34.53510204142857,16.94458333375
2016-02-17 12:40:00,40.0,759.8666667,2.0,21.66666667,34.58295238142857,16.861250000000002
2016-02-17 12:50:00,50.0,759.6833333,2.0,21.33333333,34.54843537428571,16.77916666625
2016-02-17 13:00:00,60.0,759.5,2.0,21.0,34.55095238,16.708333332499997
2016-02-17 13:10:00,50.0,759.3333332999998,1.833333333,21.66666667,34.48945578142857,16.59125
2016-02-17 13:20:00,60.0,759.1666667000002,1.666666667,22.33333333,34.365714284285716,16.4941666675
2016-02-17 13:30:00,90.0,759.0,1.5,23.0,34.23119047571429,16.40625
2016-02-17 13:40:00,100.0,758.8333332999998,1.333333333,23.66666667,34.24895238,16.336250000000003
2016-02-17 13:50:00,100.0,758.6666667000002,1.166666667,24.33333333,34.19057823142857,16.247500000000002
2016-02-17 14:00:00,90.0,758.5,1.0,25.0,34.195142857142855,16.152202380000002
2016-02-17 14:10:00,100.0,758.3666667,1.166666667,24.33333333,34.19326530428571,16.117083332500002
2016-02-17 14:20:00,100.0,758.2333332999998,1.333333333,23.66666667,34.19133333428571,16.08083333375
2016-02-17 14:30:00,50.0,758.1,1.5,23.0,34.15122449,16.051011905
2016-02-17 14:40:00,50.0,757.9666667,1.666666667,22.33333333,34.140142857142855,16.020833333749998
2016-02-17 14:50:00,40.0,757.8333332999998,1.833333333,21.66666667,34.08040816285715,15.969226192500003
2016-02-17 15:00:00,50.0,757.7,2.0,21.0,33.94571428571429,15.946249999999997
2016-02-17 15:10:00,60.0,757.6333333,2.0,21.16666667,33.80176870857143,16.09041666625
2016-02-17 15:20:00,50.0,757.5666667,2.0,21.33333333,33.700857142857146,16.27375
2016-02-17 15:30:00,60.0,757.5,2.0,21.5,33.64190476142857,16.44458333375
2016-02-17 15:40:00,60.0,757.4333333,2.0,21.66666667,33.58390476142857,16.58625
2016-02-17 15:50:00,60.0,757.3666667,2.0,21.83333333,33.54836734714285,16.719285713750004
2016-02-17 16:00:00,60.0,757.3,2.0,22.0,33.53363095142857,16.83391369125
2016-02-17 16:10:00,50.0,757.2166667,2.166666667,21.83333333,33.48476190428571,16.855
2016-02-17 16:20:00,70.0,757.1333333,2.333333333,21.66666667,33.46163265285714,16.87315476125
2016-02-17 16:30:00,90.0,757.05,2.5,21.5,33.475238094285714,16.910083333750002
2016-02-17 16:40:00,100.0,756.9666667,2.666666667,21.33333333,33.53773809428572,16.948229166249998
2016-02-17 16:50:00,100.0,756.8833333,2.833333333,21.16666667,33.56526190428571,16.984479166249997
2016-02-17 17:00:00,100.0,756.8,3.0,21.0,33.65380952571429,17.04392857125
2016-02-17 17:10:00,80.0,756.7333332999998,2.833333333,28.16666667,33.75885714285714,17.20458333375
2016-02-17 17:20:00,70.0,756.6666667000002,2.666666667,35.33333333,33.806462585714286,17.32946428625
2016-02-17 17:30:00,70.0,756.6,2.5,42.5,33.891428572857144,17.479374999999997
2016-02-17 17:40:00,70.0,756.5333333,2.333333333,49.66666667,33.95302721142857,17.62916666625
2016-02-17 17:50:00,80.0,756.4666667,2.166666667,56.83333333,33.97066666714286,17.760357142500002
2016-02-17 18:00:00,90.0,756.4,2.0,64.0,33.97816326571429,17.924999999999997
2016-02-17 18:10:00,90.0,756.3833333,2.0,63.66666667,34.02285714285714,18.11607142875
2016-02-17 18:20:00,90.0,756.3666667,2.0,63.33333333,34.05476190428571,18.30791666625
2016-02-17 18:30:00,90.0,756.35,2.0,63.0,34.076190475714284,18.486250000000002
2016-02-17 18:40:00,100.0,756.3333332999998,2.0,62.66666667,34.11571428571428,18.70982142875
2016-02-17 18:50:00,90.0,756.3166667,2.0,62.33333333,34.136666667142855,18.920059523749998
2016-02-17 19:00:00,100.0,756.3,2.0,62.0,34.13870748285714,19.1441071425
2016-02-17 19:10:00,190.0,756.2833333,1.833333333,61.83333333,34.181904762857144,19.148249999999997
2016-02-17 19:20:00,110.0,756.2666667000002,1.666666667,61.66666667,34.23,19.11091666625
2016-02-17 19:30:00,80.0,756.25,1.5,61.5,34.25333333428572,19.09154762
2016-02-17 19:40:00,80.0,756.2333332999998,1.333333333,61.33333333,34.25095238142857,19.053488095
2016-02-17 19:50:00,60.0,756.2166667,1.166666667,61.16666667,34.264309524285714,19.0392202375
2016-02-17 20:00:00,70.0,756.2,1.0,61.0,34.21809523857143,18.99107142875
2016-02-17 20:10:00,60.0,756.1333333,1.0,61.16666667,34.15607142857143,18.98150297625
2016-02-17 20:20:00,80.0,756.0666667,1.0,61.33333333,34.114761904285714,18.972499999999997
2016-02-17 20:30:00,80.0,756.0,1.0,61.5,34.10857142857143,19.000297619999998
2016-02-17 20:40:00,100.0,755.9333333,1.0,61.66666667,34.13599999857143,19.37533333375
2016-02-17 20:50:00,90.0,755.8666667,1.0,61.83333333,34.26666666714286,19.27607142875
2016-02-17 21:00:00,130.0,755.8,1.0,62.0,34.41523809571429,19.213
2016-02-17 21:10:00,110.0,755.8,1.166666667,62.0,34.53952381,19.24880952375
2016-02-17 21:20:00,100.0,755.8,1.333333333,62.0,34.74828571428572,19.21541666625
2016-02-17 21:30:00,90.0,755.8,1.5,62.0,34.893775510000005,19.28857142875
2016-02-17 21:40:00,90.0,755.8,1.666666667,62.0,35.03666666714286,19.365833333750004
2016-02-17 21:50:00,60.0,755.8,1.833333333,62.0,35.120884352857146,19.40000000125
2016-02-17 22:00:00,60.0,755.8,2.0,62.0,35.21714285714285,19.42833333375
2016-02-17 22:10:00,60.0,755.7333332999998,2.0,62.0,35.16272108857143,19.66163333375
2016-02-17 22:20:00,70.0,755.6666667000002,2.0,62.0,35.10628571428571,19.878666666250005
2016-02-17 22:30:00,70.0,755.6,2.0,62.0,35.10809523714286,20.09202380875
2016-02-17 22:40:00,40.0,755.5333333,2.0,62.0,35.24752380857143,20.29425
2016-02-17 22:50:00,40.0,755.4666667,2.0,62.0,35.41108843571429,20.50325
2016-02-17 23:00:00,50.0,755.4,2.0,62.0,35.596666667142856,20.726250000000004
2016-02-17 23:10:00,40.0,755.3833333,2.166666667,62.0,35.71438775571429,20.56279762
2016-02-17 23:20:00,50.0,755.3666667,2.333333333,62.0,35.834785714285715,20.3758333325
2016-02-17 23:30:00,60.0,755.35,2.5,62.0,35.90952380857143,20.19679166625
2016-02-17 23:40:00,50.0,755.3333332999998,2.666666667,62.0,35.97323809428571,20.016666666250003
2016-02-17 23:50:00,60.0,755.3166667,2.833333333,62.0,36.02081632714285,19.850833332500002
2016-02-18 00:00:00,60.0,755.3,3.0,62.0,36.05585714428572,19.667916666249997
2016-02-18 00:10:00,60.0,755.3333332999998,3.0,61.83333333,36.09178571428571,19.69125
2016-02-18 00:20:00,50.0,755.3666667,3.0,61.66666667,36.16619047571429,19.716488095
2016-02-18 00:30:00,50.0,755.4,3.0,61.5,36.239047618571426,19.75875
2016-02-18 00:40:00,40.0,755.4333333,3.0,61.33333333,36.28380952285715,19.76613095375
2016-02-18 00:50:00,30.0,755.4666667,3.0,61.16666667,36.31238095285714,19.7758333325
2016-02-18 01:00:00,30.0,755.5,3.0,61.0,36.35925170142857,19.8078571425
2016-02-18 01:10:00,60.0,755.4333333,3.333333333,61.33333333,36.40190476285714,19.71966666625
2016-02-18 01:20:00,60.0,755.3666667,3.666666667,61.66666667,36.456666667142855,19.63325
2016-02-18 01:30:00,60.0,755.3,4.0,62.0,36.532761904285714,19.560416666250003
2016-02-18 01:40:00,50.0,755.2333332999998,4.333333333,62.33333333,36.58693877571428,19.4913333325
2016-02-18 01:50:00,50.0,755.1666667000002,4.666666667,62.66666667,36.651428571428575,19.403666666250004
2016-02-18 02:00:00,60.0,755.1,5.0,63.0,36.67095238142857,19.317559523750003
2016-02-18 02:10:00,50.0,755.0833332999998,4.833333333,63.0,36.711238095714286,19.4340833325
2016-02-18 02:20:00,50.0,755.0666667,4.666666667,63.0,36.74238095285715,19.523833332499997
2016-02-18 02:30:00,60.0,755.05,4.5,63.0,36.75333333428572,19.63291666625
2016-02-18 02:40:00,50.0,755.0333333,4.333333333,63.0,36.745850340000004,19.71575
2016-02-18 02:50:00,60.0,755.0166667000002,4.166666667,63.0,36.76547619000001,19.82282142875
2016-02-18 03:00:00,40.0,755.0,4.0,63.0,36.77120748285714,19.94424107125
2016-02-18 03:10:00,40.0,754.95,3.833333333,62.83333333,36.751904762857144,20.06258333375
2016-02-18 03:20:00,30.0,754.9,3.666666667,62.66666667,36.76238095285714,20.1875
2016-02-18 03:30:00,30.0,754.85,3.5,62.5,36.78371428571428,20.276428571249998
2016-02-18 03:40:00,50.0,754.8,3.333333333,62.33333333,36.78251700571429,20.398833333749998
2016-02-18 03:50:00,50.0,754.75,3.166666667,62.16666667,36.75047619000001,20.50246428625
2016-02-18 04:00:00,60.0,754.7,3.0,62.0,36.72707482999999,20.61291666625
2016-02-18 04:10:00,70.0,754.6833333,3.166666667,62.5,36.73476190428572,20.447666666249997
2016-02-18 04:20:00,50.0,754.6666667000002,3.333333333,63.0,36.72952380857142,20.305312500000003
2016-02-18 04:30:00,50.0,754.65,3.5,63.5,36.745238095714285,20.13630952375
2016-02-18 04:40:00,50.0,754.6333333,3.666666667,64.0,36.721904761428576,19.95583333375
2016-02-18 04:50:00,60.0,754.6166667,3.833333333,64.5,36.69571428571429,19.79142857125
2016-02-18 05:00:00,50.0,754.6,4.0,65.0,36.69057142857143,19.632499999999997
2016-02-18 05:10:00,60.0,754.6,3.833333333,65.0,36.690204081428575,19.64383333375
2016-02-18 05:20:00,60.0,754.6,3.666666667,65.0,36.71952381,19.66533333375
2016-02-18 05:30:00,40.0,754.6,3.5,65.0,36.74156462571428,19.70172619125
2016-02-18 05:40:00,40.0,754.6,3.333333333,65.0,36.75666666714285,19.72341666625
2016-02-18 05:50:00,30.0,754.6,3.166666667,65.0,36.76836734571429,19.73575
2016-02-18 06:00:00,30.0,754.6,3.0,65.0,36.816190475714286,19.752833333749997
2016-02-18 06:10:00,60.0,754.5666667,3.0,64.66666667,36.80273809571429,19.6155
2016-02-18 06:20:00,50.0,754.5333333,3.0,64.33333333,36.80904761857143,19.498583333750002
2016-02-18 06:30:00,60.0,754.5,3.0,64.0,36.83047619,19.36208333375
2016-02-18 06:40:00,50.0,754.4666667,3.0,63.66666667,36.85857142857143,19.23683333375
2016-02-18 06:50:00,60.0,754.4333333,3.0,63.33333333,36.89397959142857,19.10390476125
2016-02-18 07:00:00,70.0,754.4,3.0,63.0,36.932380952857145,18.97125
2016-02-18 07:10:00,60.0,754.45,3.166666667,63.33333333,36.99,18.887583333749998
2016-02-18 07:20:00,80.0,754.5,3.333333333,63.66666667,36.88047619142856,18.80283095375
2016-02-18 07:30:00,80.0,754.55,3.5,64.0,36.615238094285715,18.69672619125
2016-02-18 07:40:00,50.0,754.6,3.666666667,64.33333333,36.40657142857143,18.6058
2016-02-18 07:50:00,30.0,754.65,3.833333333,64.66666667,36.25047619000001,18.52092857125
2016-02-18 08:00:00,40.0,754.7,4.0,65.0,36.00809523857143,18.416666666250002
2016-02-18 08:10:00,60.0,754.7666667000002,4.0,57.66666667,35.81755102142857,18.35875
2016-02-18 08:20:00,70.0,754.8333332999998,4.0,50.33333333,35.70580952428572,18.292738095
2016-02-18 08:30:00,70.0,754.9,4.0,43.0,35.59619047428572,18.257604166249997
2016-02-18 08:40:00,50.0,754.9666667,4.0,35.66666667,35.48789115571429,18.235416666250003
2016-02-18 08:50:00,170.0,755.0333333,4.0,28.33333333,35.33295238142857,18.171250000000004
2016-02-18 09:00:00,270.0,755.1,4.0,21.0,35.23632653142857,18.11208333375
2016-02-18 09:10:00,70.0,755.1166667,4.0,21.16666667,35.11995238,17.98925
2016-02-18 09:20:00,120.0,755.1333333,4.0,21.33333333,35.027619047142856,17.875833333750002
